run,competition,variant,k,cum_hours,score,medal,lower_better,file,note
20260814_223034_essay-base,learning-agency-lab-automated-essay-scoring-2,uncapped,1,0.12,0.78021,-,0,top1ens-total_run_time0.12h.csv,
20260814_223034_essay-kbimp,learning-agency-lab-automated-essay-scoring-2,capped,1,0.42,0.83184,above-med,0,top1ens-total_run_time0.42h.csv,
20260814_223034_essay-kbimp,learning-agency-lab-automated-essay-scoring-2,capped,2,0.67,0.83184,above-med,0,top2ens-total_run_time0.67h.csv,
20260814_223034_essay-kbimp,learning-agency-lab-automated-essay-scoring-2,capped,3,0.76,0.83184,above-med,0,top3ens-total_run_time0.76h.csv,
20260814_223034_essay-kbimp,learning-agency-lab-automated-essay-scoring-2,capped,4,0.85,0.83197,above-med,0,top4ens-total_run_time0.85h.csv,
20260814_223034_essay-kbimp,learning-agency-lab-automated-essay-scoring-2,capped,6,1.85,0.8292,above-med,0,top6ens-total_run_time1.85h.csv,
20260814_223034_essay-kbimp,learning-agency-lab-automated-essay-scoring-2,uncapped,1,0.42,0.83184,above-med,0,top1ens-total_run_time0.42h.csv,
20260814_223034_essay-kbimp,learning-agency-lab-automated-essay-scoring-2,uncapped,2,0.67,0.83184,above-med,0,top2ens-total_run_time0.67h.csv,
20260814_223034_essay-kbimp,learning-agency-lab-automated-essay-scoring-2,uncapped,3,0.76,0.83184,above-med,0,top3ens-total_run_time0.76h.csv,
20260814_223034_essay-kbimp,learning-agency-lab-automated-essay-scoring-2,uncapped,4,0.85,0.83197,above-med,0,top4ens-total_run_time0.85h.csv,
20260814_223034_essay-kbimp,learning-agency-lab-automated-essay-scoring-2,uncapped,5,0.92,0.83109,above-med,0,top5ens-total_run_time0.92h.csv,
20260814_223034_essay-kbimp,learning-agency-lab-automated-essay-scoring-2,uncapped,6,1.85,0.8292,above-med,0,top6ens-total_run_time1.85h.csv,
20260814_223832_essay-kb,learning-agency-lab-automated-essay-scoring-2,capped,1,2.82,0.83909,gold,0,top1ens-total_run_time2.82h.csv,
20260814_223832_essay-kb,learning-agency-lab-automated-essay-scoring-2,capped,2,6.75,0.83909,gold,0,top2ens-total_run_time6.75h.csv,
20260814_223832_essay-kb,learning-agency-lab-automated-essay-scoring-2,uncapped,1,2.82,0.83909,gold,0,top1ens-total_run_time2.82h.csv,
20260814_223832_essay-kb,learning-agency-lab-automated-essay-scoring-2,uncapped,2,6.75,0.83909,gold,0,top2ens-total_run_time6.75h.csv,
20260814_223832_essay-kb,learning-agency-lab-automated-essay-scoring-2,uncapped,3,13.74,0.83909,gold,0,top3ens-total_run_time13.74h.csv,
20260814_223832_essay-kb,learning-agency-lab-automated-essay-scoring-2,uncapped,4,14.97,0.8469,gold,0,top4ens-total_run_time14.97h.csv,
20260814_223832_essay-kb,learning-agency-lab-automated-essay-scoring-2,uncapped,5,16.8,0.84756,gold,0,top5ens-total_run_time16.8h.csv,
20260814_223832_essay-kb,learning-agency-lab-automated-essay-scoring-2,uncapped,6,20.01,0.84501,gold,0,top6ens-total_run_time20.01h.csv,
20260814_223832_essay-kb,learning-agency-lab-automated-essay-scoring-2,uncapped,7,22.09,0.84408,gold,0,top7ens-total_run_time22.09h.csv,
20260816_043435_lmsys-kb,lmsys-chatbot-arena,capped,1,1.18,1.08526,-,1,top1ens-total_run_time1.18h.csv,
20260816_043435_lmsys-kb,lmsys-chatbot-arena,uncapped,1,1.18,1.08526,-,1,top1ens-total_run_time1.18h.csv,
20260816_043500_lmsys-kbimp,lmsys-chatbot-arena,uncapped,1,0.2,1.01495,above-med,1,top1ens-total_run_time0.2h.csv,
20260816_043620_lmsys-base,lmsys-chatbot-arena,capped,1,1.29,1.03468,above-med,1,top1ens-total_run_time1.29h.csv,
20260816_043620_lmsys-base,lmsys-chatbot-arena,capped,2,4.16,1.033,above-med,1,top2ens-total_run_time4.16h.csv,
20260816_043620_lmsys-base,lmsys-chatbot-arena,capped,3,7.31,1.03101,above-med,1,top3ens-total_run_time7.31h.csv,
20260816_043620_lmsys-base,lmsys-chatbot-arena,uncapped,1,1.29,1.03468,above-med,1,top1ens-total_run_time1.29h.csv,
20260816_043620_lmsys-base,lmsys-chatbot-arena,uncapped,2,4.16,1.033,above-med,1,top2ens-total_run_time4.16h.csv,
20260816_043620_lmsys-base,lmsys-chatbot-arena,uncapped,3,7.31,1.03101,above-med,1,top3ens-total_run_time7.31h.csv,
20260816_062536_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,capped,1,0.6,0.82709,-,0,top1ens-total_run_time0.6h.csv,
20260816_062536_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,capped,2,1.74,0.82709,-,0,top2ens-total_run_time1.74h.csv,
20260816_062536_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,capped,3,3.74,0.82709,-,0,top3ens-total_run_time3.74h.csv,
20260816_062536_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,capped,4,5.95,0.83759,gold,0,top4ens-total_run_time5.95h.csv,
20260816_062536_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,capped,6,8.15,0.83591,gold,0,top6ens-total_run_time8.15h.csv,
20260816_062536_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,10,12.89,0.8325,above-med,0,top10ens-total_run_time12.89h.csv,
20260816_062536_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,11,14.39,0.83211,above-med,0,top11ens-total_run_time14.39h.csv,
20260816_062536_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,1,0.6,0.82709,-,0,top1ens-total_run_time0.6h.csv,
20260816_062536_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,2,1.74,0.82709,-,0,top2ens-total_run_time1.74h.csv,
20260816_062536_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,3,3.74,0.82709,-,0,top3ens-total_run_time3.74h.csv,
20260816_062536_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,4,5.95,0.83759,gold,0,top4ens-total_run_time5.95h.csv,
20260816_062536_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,5,8.08,0.83614,gold,0,top5ens-total_run_time8.08h.csv,
20260816_062536_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,6,8.15,0.83591,gold,0,top6ens-total_run_time8.15h.csv,
20260816_062536_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,7,9.63,0.83577,silver,0,top7ens-total_run_time9.63h.csv,
20260816_062536_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,8,10.94,0.83429,above-med,0,top8ens-total_run_time10.94h.csv,
20260816_062536_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,9,11.6,0.83236,above-med,0,top9ens-total_run_time11.6h.csv,
20260816_063351_essay-base-s43,learning-agency-lab-automated-essay-scoring-2,capped,1,2.11,0.84268,gold,0,top1ens-total_run_time2.11h.csv,
20260816_063351_essay-base-s43,learning-agency-lab-automated-essay-scoring-2,capped,2,4.28,0.84268,gold,0,top2ens-total_run_time4.28h.csv,
20260816_063351_essay-base-s43,learning-agency-lab-automated-essay-scoring-2,capped,3,4.35,0.84268,gold,0,top3ens-total_run_time4.35h.csv,
20260816_063351_essay-base-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,1,2.11,0.84268,gold,0,top1ens-total_run_time2.11h.csv,
20260816_063351_essay-base-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,2,4.28,0.84268,gold,0,top2ens-total_run_time4.28h.csv,
20260816_063351_essay-base-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,3,4.35,0.84268,gold,0,top3ens-total_run_time4.35h.csv,
20260816_063352_essay-kbimp-s43,learning-agency-lab-automated-essay-scoring-2,capped,1,4.84,0.79925,-,0,top1ens-total_run_time4.84h.csv,
20260816_063352_essay-kbimp-s43,learning-agency-lab-automated-essay-scoring-2,capped,2,5.57,0.79925,-,0,top2ens-total_run_time5.57h.csv,
20260816_063352_essay-kbimp-s43,learning-agency-lab-automated-essay-scoring-2,capped,3,6.57,0.79925,-,0,top3ens-total_run_time6.57h.csv,
20260816_063352_essay-kbimp-s43,learning-agency-lab-automated-essay-scoring-2,capped,4,6.66,0.81225,-,0,top4ens-total_run_time6.66h.csv,
20260816_063352_essay-kbimp-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,1,4.84,0.79925,-,0,top1ens-total_run_time4.84h.csv,
20260816_063352_essay-kbimp-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,2,5.57,0.79925,-,0,top2ens-total_run_time5.57h.csv,
20260816_063352_essay-kbimp-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,3,6.57,0.79925,-,0,top3ens-total_run_time6.57h.csv,
20260816_063352_essay-kbimp-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,4,6.66,0.81225,-,0,top4ens-total_run_time6.66h.csv,
20260816_102136_lmsys-kbimp,lmsys-chatbot-arena,uncapped,1,0.27,1.03817,above-med,1,top1ens-total_run_time0.27h.csv,
20260817_022101_lmsys-kb,lmsys-chatbot-arena,capped,1,6.87,1.02788,above-med,1,top1ens-total_run_time6.87h.csv,
20260817_022101_lmsys-kb,lmsys-chatbot-arena,capped,2,9.87,1.02212,above-med,1,top2ens-total_run_time9.87h.csv,
20260817_022101_lmsys-kb,lmsys-chatbot-arena,capped,3,10.09,1.02284,above-med,1,top3ens-total_run_time10.09h.csv,
20260817_022101_lmsys-kb,lmsys-chatbot-arena,capped,4,15.24,1.02322,above-med,1,top4ens-total_run_time15.24h.csv,
20260817_022101_lmsys-kb,lmsys-chatbot-arena,uncapped,1,6.87,1.02788,above-med,1,top1ens-total_run_time6.87h.csv,
20260817_022101_lmsys-kb,lmsys-chatbot-arena,uncapped,2,9.87,1.02212,above-med,1,top2ens-total_run_time9.87h.csv,
20260817_022101_lmsys-kb,lmsys-chatbot-arena,uncapped,3,10.09,1.02284,above-med,1,top3ens-total_run_time10.09h.csv,
20260817_022101_lmsys-kb,lmsys-chatbot-arena,uncapped,4,15.24,1.02322,above-med,1,top4ens-total_run_time15.24h.csv,
20260817_022101_lmsys-kb,lmsys-chatbot-arena,uncapped,5,21.48,1.02241,above-med,1,top5ens-total_run_time21.48h.csv,
20260817_022101_lmsys-kb,lmsys-chatbot-arena,uncapped,6,26.55,1.02365,above-med,1,top6ens-total_run_time26.55h.csv,
20260817_022101_lmsys-kbimp,lmsys-chatbot-arena,capped,1,2.57,1.03584,above-med,1,top1ens-total_run_time2.57h.csv,
20260817_022101_lmsys-kbimp,lmsys-chatbot-arena,capped,2,2.75,1.01788,above-med,1,top2ens-total_run_time2.75h.csv,
20260817_022101_lmsys-kbimp,lmsys-chatbot-arena,uncapped,1,2.57,1.03584,above-med,1,top1ens-total_run_time2.57h.csv,
20260817_022101_lmsys-kbimp,lmsys-chatbot-arena,uncapped,2,2.75,1.01788,above-med,1,top2ens-total_run_time2.75h.csv,
20260817_022311_lmsys-base,lmsys-chatbot-arena,capped,1,0.53,1.02621,above-med,1,top1ens-total_run_time0.53h.csv,
20260817_022311_lmsys-base,lmsys-chatbot-arena,capped,2,2.04,1.02362,above-med,1,top2ens-total_run_time2.04h.csv,
20260817_022311_lmsys-base,lmsys-chatbot-arena,uncapped,1,0.53,1.02621,above-med,1,top1ens-total_run_time0.53h.csv,
20260817_022311_lmsys-base,lmsys-chatbot-arena,uncapped,2,2.04,1.02362,above-med,1,top2ens-total_run_time2.04h.csv,
20260817_193119_essay-base-s43,learning-agency-lab-automated-essay-scoring-2,capped,1,6.59,0.82216,-,0,top1ens-total_run_time6.59h.csv,
20260817_193119_essay-base-s43,learning-agency-lab-automated-essay-scoring-2,capped,2,8.48,0.82216,-,0,top2ens-total_run_time8.48h.csv,
20260817_193119_essay-base-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,1,6.59,0.82216,-,0,top1ens-total_run_time6.59h.csv,
20260817_193119_essay-base-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,2,8.48,0.82216,-,0,top2ens-total_run_time8.48h.csv,
20260817_193119_essay-base-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,3,9.37,0.82216,-,0,top3ens-total_run_time9.37h.csv,
20260817_193119_essay-base-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,4,10.22,0.81186,-,0,top4ens-total_run_time10.22h.csv,
20260817_193119_essay-base-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,5,12.08,0.81165,-,0,top5ens-total_run_time12.08h.csv,
20260817_193119_essay-base-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,6,12.18,0.81165,-,0,top6ens-total_run_time12.18h.csv,
20260817_193958_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,capped,1,3.05,0.83332,above-med,0,top1ens-total_run_time3.05h.csv,
20260817_193958_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,capped,2,7.57,0.83332,above-med,0,top2ens-total_run_time7.57h.csv,
20260817_193958_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,1,3.05,0.83332,above-med,0,top1ens-total_run_time3.05h.csv,
20260817_193958_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,2,7.57,0.83332,above-med,0,top2ens-total_run_time7.57h.csv,
20260817_193958_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,3,9.88,0.83332,above-med,0,top3ens-total_run_time9.88h.csv,
20260817_193958_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,4,12.52,0.84009,gold,0,top4ens-total_run_time12.52h.csv,
20260817_193958_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,5,14.76,0.84128,gold,0,top5ens-total_run_time14.76h.csv,
20260817_193958_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,6,14.84,0.84184,gold,0,top6ens-total_run_time14.84h.csv,
20260817_193958_essay-kb-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,7,21.52,0.84063,gold,0,top7ens-total_run_time21.52h.csv,
20260817_193958_essay-kbimp-s43,learning-agency-lab-automated-essay-scoring-2,capped,1,4.1,0.83243,above-med,0,top1ens-total_run_time4.1h.csv,
20260817_193958_essay-kbimp-s43,learning-agency-lab-automated-essay-scoring-2,capped,2,8.42,0.83243,above-med,0,top2ens-total_run_time8.42h.csv,
20260817_193958_essay-kbimp-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,1,4.1,0.83243,above-med,0,top1ens-total_run_time4.1h.csv,
20260817_193958_essay-kbimp-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,2,8.42,0.83243,above-med,0,top2ens-total_run_time8.42h.csv,
20260817_193958_essay-kbimp-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,3,9.33,0.83243,above-med,0,top3ens-total_run_time9.33h.csv,
20260817_193958_essay-kbimp-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,4,10.28,0.83243,above-med,0,top4ens-total_run_time10.28h.csv,
20260817_193958_essay-kbimp-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,5,10.79,0.83243,above-med,0,top5ens-total_run_time10.79h.csv,
20260817_193958_essay-kbimp-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,6,11.45,0.83243,above-med,0,top6ens-total_run_time11.45h.csv,
20260817_193958_essay-kbimp-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,7,12.37,0.83161,above-med,0,top7ens-total_run_time12.37h.csv,
20260817_193958_essay-kbimp-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,8,12.44,0.8307,above-med,0,top8ens-total_run_time12.44h.csv,
20260817_193958_essay-kbimp-s43,learning-agency-lab-automated-essay-scoring-2,uncapped,9,12.5,0.83099,above-med,0,top9ens-total_run_time12.5h.csv,
20260817_231316_lmsys-base-s43,lmsys-chatbot-arena,capped,1,1.29,1.05187,above-med,1,top1ens-total_run_time1.29h.csv,
20260817_231316_lmsys-base-s43,lmsys-chatbot-arena,capped,2,5.38,1.05512,-,1,top2ens-total_run_time5.38h.csv,
20260817_231316_lmsys-base-s43,lmsys-chatbot-arena,uncapped,1,1.29,1.05187,above-med,1,top1ens-total_run_time1.29h.csv,
20260817_231316_lmsys-base-s43,lmsys-chatbot-arena,uncapped,2,5.38,1.05512,-,1,top2ens-total_run_time5.38h.csv,
20260817_231316_lmsys-base-s43,lmsys-chatbot-arena,uncapped,3,9.59,1.05847,-,1,top3ens-total_run_time9.59h.csv,
20260817_231316_lmsys-base-s43,lmsys-chatbot-arena,uncapped,4,10.66,1.06198,-,1,top4ens-total_run_time10.66h.csv,
20260817_231430_lmsys-kb-s43,lmsys-chatbot-arena,capped,1,0.78,1.04961,above-med,1,top1ens-total_run_time0.78h.csv,
20260817_231430_lmsys-kb-s43,lmsys-chatbot-arena,capped,2,1.83,1.04982,above-med,1,top2ens-total_run_time1.83h.csv,
20260817_231430_lmsys-kb-s43,lmsys-chatbot-arena,uncapped,1,0.78,1.04961,above-med,1,top1ens-total_run_time0.78h.csv,
20260817_231430_lmsys-kb-s43,lmsys-chatbot-arena,uncapped,2,1.83,1.04982,above-med,1,top2ens-total_run_time1.83h.csv,
20260817_231430_lmsys-kb-s43,lmsys-chatbot-arena,uncapped,3,10.01,1.03065,above-med,1,top3ens-total_run_time10.01h.csv,
20260817_231430_lmsys-kb-s43,lmsys-chatbot-arena,uncapped,4,14.1,1.0262,above-med,1,top4ens-total_run_time14.1h.csv,
20260817_231430_lmsys-kb-s43,lmsys-chatbot-arena,uncapped,5,18.1,1.0266,above-med,1,top5ens-total_run_time18.1h.csv,
20260817_231430_lmsys-kb-s43,lmsys-chatbot-arena,uncapped,6,18.55,1.0257,above-med,1,top6ens-total_run_time18.55h.csv,
20260818_203923_essay-base-s44,learning-agency-lab-automated-essay-scoring-2,capped,1,2.32,0.83677,gold,0,top1ens-total_run_time2.32h.csv,
20260818_203923_essay-base-s44,learning-agency-lab-automated-essay-scoring-2,capped,2,5.29,0.83677,gold,0,top2ens-total_run_time5.29h.csv,
20260818_203923_essay-base-s44,learning-agency-lab-automated-essay-scoring-2,capped,3,8.27,0.83677,gold,0,top3ens-total_run_time8.27h.csv,
20260818_203923_essay-base-s44,learning-agency-lab-automated-essay-scoring-2,uncapped,1,2.32,0.83677,gold,0,top1ens-total_run_time2.32h.csv,
20260818_203923_essay-base-s44,learning-agency-lab-automated-essay-scoring-2,uncapped,2,5.29,0.83677,gold,0,top2ens-total_run_time5.29h.csv,
20260818_203923_essay-base-s44,learning-agency-lab-automated-essay-scoring-2,uncapped,3,8.27,0.83677,gold,0,top3ens-total_run_time8.27h.csv,
20260818_203923_essay-base-s44,learning-agency-lab-automated-essay-scoring-2,uncapped,4,13.03,0.8362,gold,0,top4ens-total_run_time13.03h.csv,
20260818_203923_essay-base-s44,learning-agency-lab-automated-essay-scoring-2,uncapped,5,13.09,0.8376,gold,0,top5ens-total_run_time13.09h.csv,
20260818_203923_essay-base-s44,learning-agency-lab-automated-essay-scoring-2,uncapped,6,13.39,0.84043,gold,0,top6ens-total_run_time13.39h.csv,
20260818_203923_essay-kb-s44,learning-agency-lab-automated-essay-scoring-2,capped,1,4.92,0.82915,above-med,0,top1ens-total_run_time4.92h.csv,
20260818_203923_essay-kb-s44,learning-agency-lab-automated-essay-scoring-2,capped,2,5.36,0.82915,above-med,0,top2ens-total_run_time5.36h.csv,
20260818_203923_essay-kb-s44,learning-agency-lab-automated-essay-scoring-2,capped,3,5.84,0.82915,above-med,0,top3ens-total_run_time5.84h.csv,
20260818_203923_essay-kb-s44,learning-agency-lab-automated-essay-scoring-2,capped,4,6.27,0.81466,-,0,top4ens-total_run_time6.27h.csv,
20260818_203923_essay-kb-s44,learning-agency-lab-automated-essay-scoring-2,capped,6,6.78,0.81456,-,0,top6ens-total_run_time6.78h.csv,
20260818_203923_essay-kb-s44,learning-agency-lab-automated-essay-scoring-2,uncapped,1,4.92,0.82915,above-med,0,top1ens-total_run_time4.92h.csv,
20260818_203923_essay-kb-s44,learning-agency-lab-automated-essay-scoring-2,uncapped,2,5.36,0.82915,above-med,0,top2ens-total_run_time5.36h.csv,
20260818_203923_essay-kb-s44,learning-agency-lab-automated-essay-scoring-2,uncapped,3,5.84,0.82915,above-med,0,top3ens-total_run_time5.84h.csv,
20260818_203923_essay-kb-s44,learning-agency-lab-automated-essay-scoring-2,uncapped,4,6.27,0.81466,-,0,top4ens-total_run_time6.27h.csv,
20260818_203923_essay-kb-s44,learning-agency-lab-automated-essay-scoring-2,uncapped,5,6.68,0.81466,-,0,top5ens-total_run_time6.68h.csv,
20260818_203923_essay-kb-s44,learning-agency-lab-automated-essay-scoring-2,uncapped,6,6.78,0.81456,-,0,top6ens-total_run_time6.78h.csv,
20260818_203923_essay-kbimp-s44,learning-agency-lab-automated-essay-scoring-2,capped,1,1.88,0.84264,gold,0,top1ens-total_run_time1.88h.csv,
20260818_203923_essay-kbimp-s44,learning-agency-lab-automated-essay-scoring-2,capped,2,4.25,0.84264,gold,0,top2ens-total_run_time4.25h.csv,
20260818_203923_essay-kbimp-s44,learning-agency-lab-automated-essay-scoring-2,capped,3,6.0,0.84264,gold,0,top3ens-total_run_time6.0h.csv,
20260818_203923_essay-kbimp-s44,learning-agency-lab-automated-essay-scoring-2,capped,4,8.8,0.84684,gold,0,top4ens-total_run_time8.8h.csv,
20260818_203923_essay-kbimp-s44,learning-agency-lab-automated-essay-scoring-2,uncapped,10,21.43,0.83879,gold,0,top10ens-total_run_time21.43h.csv,
20260818_203923_essay-kbimp-s44,learning-agency-lab-automated-essay-scoring-2,uncapped,11,22.98,0.83603,gold,0,top11ens-total_run_time22.98h.csv,
20260818_203923_essay-kbimp-s44,learning-agency-lab-automated-essay-scoring-2,uncapped,12,24.06,0.83488,bronze,0,top12ens-total_run_time24.06h.csv,
20260818_203923_essay-kbimp-s44,learning-agency-lab-automated-essay-scoring-2,uncapped,1,1.88,0.84264,gold,0,top1ens-total_run_time1.88h.csv,
20260818_203923_essay-kbimp-s44,learning-agency-lab-automated-essay-scoring-2,uncapped,2,4.25,0.84264,gold,0,top2ens-total_run_time4.25h.csv,
20260818_203923_essay-kbimp-s44,learning-agency-lab-automated-essay-scoring-2,uncapped,3,6.0,0.84264,gold,0,top3ens-total_run_time6.0h.csv,
20260818_203923_essay-kbimp-s44,learning-agency-lab-automated-essay-scoring-2,uncapped,4,8.8,0.84684,gold,0,top4ens-total_run_time8.8h.csv,
20260818_203923_essay-kbimp-s44,learning-agency-lab-automated-essay-scoring-2,uncapped,5,8.88,0.83748,gold,0,top5ens-total_run_time8.88h.csv,
20260818_203923_essay-kbimp-s44,learning-agency-lab-automated-essay-scoring-2,uncapped,6,12.65,0.83713,gold,0,top6ens-total_run_time12.65h.csv,
20260818_203923_essay-kbimp-s44,learning-agency-lab-automated-essay-scoring-2,uncapped,7,15.89,0.83793,gold,0,top7ens-total_run_time15.89h.csv,
20260818_203923_essay-kbimp-s44,learning-agency-lab-automated-essay-scoring-2,uncapped,8,17.87,0.8412,gold,0,top8ens-total_run_time17.87h.csv,
20260818_203923_essay-kbimp-s44,learning-agency-lab-automated-essay-scoring-2,uncapped,9,19.78,0.83848,gold,0,top9ens-total_run_time19.78h.csv,
20260818_231927_lmsys-kb-s43,lmsys-chatbot-arena,capped,1,3.82,1.02738,above-med,1,top1ens-total_run_time3.82h.csv,
20260818_231927_lmsys-kb-s43,lmsys-chatbot-arena,capped,2,3.9,1.01563,above-med,1,top2ens-total_run_time3.9h.csv,
20260818_231927_lmsys-kb-s43,lmsys-chatbot-arena,uncapped,1,3.82,1.02738,above-med,1,top1ens-total_run_time3.82h.csv,
20260818_231927_lmsys-kb-s43,lmsys-chatbot-arena,uncapped,2,3.9,1.01563,above-med,1,top2ens-total_run_time3.9h.csv,
20260818_231927_lmsys-kb-s43,lmsys-chatbot-arena,uncapped,3,9.24,1.01576,above-med,1,top3ens-total_run_time9.24h.csv,
20260818_231927_lmsys-kb-s43,lmsys-chatbot-arena,uncapped,4,9.59,1.0155,above-med,1,top4ens-total_run_time9.59h.csv,
20260818_231927_lmsys-kb-s43,lmsys-chatbot-arena,uncapped,5,10.32,1.01629,above-med,1,top5ens-total_run_time10.32h.csv,
20260818_231927_lmsys-kb-s43,lmsys-chatbot-arena,uncapped,6,16.64,1.01703,above-med,1,top6ens-total_run_time16.64h.csv,
20260818_232939_lmsys-base-s43,lmsys-chatbot-arena,capped,1,0.07,1.03976,above-med,1,top1ens-total_run_time0.07h.csv,
20260818_232939_lmsys-base-s43,lmsys-chatbot-arena,capped,2,2.88,1.02607,above-med,1,top2ens-total_run_time2.88h.csv,
20260818_232939_lmsys-base-s43,lmsys-chatbot-arena,capped,3,8.76,1.0265,above-med,1,top3ens-total_run_time8.76h.csv,
20260818_232939_lmsys-base-s43,lmsys-chatbot-arena,uncapped,1,0.07,1.03976,above-med,1,top1ens-total_run_time0.07h.csv,
20260818_232939_lmsys-base-s43,lmsys-chatbot-arena,uncapped,2,2.88,1.02607,above-med,1,top2ens-total_run_time2.88h.csv,
20260818_232939_lmsys-base-s43,lmsys-chatbot-arena,uncapped,3,8.76,1.0265,above-med,1,top3ens-total_run_time8.76h.csv,
20260818_233128_lmsys-kbimp-s43,lmsys-chatbot-arena,capped,1,0.09,1.01325,above-med,1,top1ens-total_run_time0.09h.csv,
20260818_233128_lmsys-kbimp-s43,lmsys-chatbot-arena,capped,2,0.17,1.01261,above-med,1,top2ens-total_run_time0.17h.csv,
20260818_233128_lmsys-kbimp-s43,lmsys-chatbot-arena,capped,3,4.02,1.00685,above-med,1,top3ens-total_run_time4.02h.csv,
20260818_233128_lmsys-kbimp-s43,lmsys-chatbot-arena,capped,4,4.27,1.00794,above-med,1,top4ens-total_run_time4.27h.csv,
20260818_233128_lmsys-kbimp-s43,lmsys-chatbot-arena,uncapped,1,0.09,1.01325,above-med,1,top1ens-total_run_time0.09h.csv,
20260818_233128_lmsys-kbimp-s43,lmsys-chatbot-arena,uncapped,2,0.17,1.01261,above-med,1,top2ens-total_run_time0.17h.csv,
20260818_233128_lmsys-kbimp-s43,lmsys-chatbot-arena,uncapped,3,4.02,1.00685,above-med,1,top3ens-total_run_time4.02h.csv,
20260818_233128_lmsys-kbimp-s43,lmsys-chatbot-arena,uncapped,4,4.27,1.00794,above-med,1,top4ens-total_run_time4.27h.csv,
